"time_s","state","frame_valid","cn0_valid","cn0_method","cn0_db_hz","truth_cn0_db_hz","pli","pll_enabled","pll_control_hz","fll_locked","dll_locked","doppler_hz","truth_doppler_hz","doppler_error_hz","tracked_code_phase_chips","truth_code_phase_chips","code_phase_error_chips"
"109.00000000","Weak","1","1","NWPR","13.35436532","13.46800000","0.13236916","0","0.00000000","1","1","4501.45063071","4501.90768048","-0.45704977","4466.18789901","4466.26391811","-0.07601910"
"110.00000000","Weak","1","1","NWPR","13.35006621","13.33466667","0.12687517","0","-0.00000000","1","1","4502.09111298","4501.95000000","0.14111298","4505.32594146","4505.41112490","-0.08518344"
"111.00000000","Weak","1","1","NWPR","13.54350408","13.20133333","0.23944399","0","0.00000000","1","1","4501.49838317","4501.99300475","-0.49462158","4544.47083015","4544.55870270","-0.08787256"
"112.00000000","Weak","1","1","NWPR","13.64804474","13.06800000","0.13042024","0","-0.00000000","1","1","4501.89477461","4502.03663168","-0.14185707","4583.62470818","4583.70665722","-0.08194904"
"113.00000000","Weak","1","1","NWPR","13.64838916","12.93466667","0.08311476","0","0.00000000","1","1","4501.73366477","4502.08081603","-0.34715126","4622.77583708","4622.85499357","-0.07915649"
"114.00000000","Weak","1","1","NWPR","13.62003659","12.80133333","0.07401306","0","0.00000000","1","1","4501.72881916","4502.12549150","-0.39667235","4661.92012784","4662.00371631","-0.08358847"
"115.00000000","Weak","1","1","NWPR","13.34227647","12.66800000","0.04971878","0","-0.00000000","1","1","4501.95107804","4502.17059048","-0.21951244","4701.07420257","4701.15282943","-0.07862686"
"116.00000000","Weak","1","1","NWPR","13.16521118","12.53466667","0.10708659","0","0.00000000","1","1","4501.87631343","4502.21604415","-0.33973073","4740.22578749","4740.30233630","-0.07654882"
"117.00000000","Weak","1","1","NWPR","12.95225055","12.40133333","0.01577187","0","-0.00000000","1","1","4501.70739979","4502.26178277","-0.55438298","4779.39629436","4779.45223972","-0.05594536"
"118.00000000","Weak","1","1","NWPR","12.83097237","12.26800000","0.11486151","0","-0.00000000","1","1","4502.48425664","4502.30773577","0.17652087","4818.54938218","4818.60254184","-0.05315967"
"119.00000000","Weak","1","1","NWPR","12.54439117","12.13466667","0.12112281","0","0.00000000","1","1","4502.86476293","4502.35383202","0.51093091","4857.71784374","4857.75324423","-0.03540049"
"120.00000000","Weak","1","1","NWPR","12.65782328","12.00133333","0.08694158","0","-0.00000000","1","1","4502.94203334","4502.40000000","0.54203334","4896.87794188","4896.90434783","-0.02640595"
"121.00000000","Weak","1","1","NWPR","12.42565069","12.39600000","0.15230750","0","0.00000000","1","1","4503.57750529","4502.44616798","1.13133732","4936.03423416","4936.05585293","-0.02161877"
"122.00000000","Weak","1","1","NWPR","12.21243834","12.79600000","0.04886006","0","0.00000000","1","1","4503.51379608","4502.49226423","1.02153185","4975.20991147","4975.20775924","0.00215224"
"123.00000000","Weak","1","1","NWPR","11.99457238","13.19600000","0.20212037","0","-0.00000000","1","1","4503.43061405","4502.53821723","0.89239682","5014.37021878","5014.36006581","0.01015297"
"124.00000000","Weak","1","1","NWPR","11.95502107","13.59600000","0.13009793","0","0.00000000","1","1","4503.62346028","4502.58395585","1.03950443","5053.52918825","5053.51277109","0.01641716"
"125.00000000","Weak","1","1","NWPR","11.89002968","13.99600000","0.16025753","0","-0.00000000","1","1","4504.26625322","4502.62940952","1.63684370","5092.70499138","5092.66587291","0.03911848"
"126.00000000","Weak","1","1","NWPR","11.85949384","14.39600000","0.11405019","0","-0.00000000","1","1","4504.19862822","4502.67450850","1.52411972","5131.87818229","5131.81936849","0.05881380"
"127.00000000","Weak","1","1","NWPR","11.77774683","14.79600000","0.10035202","0","-0.00000000","1","1","4504.60779500","4502.71918397","1.88861103","5171.04464767","5170.97325444","0.07139323"
"128.00000000","Weak","1","1","NWPR","11.48576800","15.19600000","0.05212534","0","0.00000000","1","1","4504.57362458","4502.76336832","1.81025626","5210.21103944","5210.12752678","0.08351266"
"129.00000000","Weak","1","1","NWPR","11.47195934","15.59600000","0.15658252","0","0.00000000","1","1","4504.31785914","4502.80699525","1.51086389","5249.38083330","5249.28218097","0.09865234"
"130.00000000","Weak","1","1","NWPR","11.47627444","15.99600000","0.09054897","0","-0.00000000","1","1","4503.89551442","4502.85000000","1.04551442","5288.53734845","5288.43721185","0.10013659"
"131.00000000","Weak","1","1","NWPR","11.50870486","16.39600000","0.14933194","0","-0.00000000","1","1","4503.13031646","4502.89231952","0.23799694","5327.68417843","5327.59261376","0.09156466"
"132.00000000","Weak","1","1","NWPR","11.57721750","16.79600000","0.29995128","0","0.00000000","1","1","4502.76866050","4502.93389263","-0.16523213","5366.83576042","5366.74838046","0.08737995"
"133.00000000","Weak","1","1","NWPR","11.90879998","17.19600000","0.16843424","0","-0.00000000","1","1","4502.52218466","4502.97466020","-0.45247554","5405.98682315","5405.90450521","0.08231794"
"134.00000000","Weak","1","1","NWPR","12.13849448","17.59600000","0.15705118","0","-0.00000000","1","1","4502.57112011","4503.01456530","-0.44344519","5445.14340084","5445.06098075","0.08242009"
"135.00000000","Weak","1","1","NWPR","12.62821199","17.99600000","0.12953996","0","-0.00000000","1","1","4502.42057781","4503.05355339","-0.63297558","5484.29543178","5484.21779934","0.07763244"
"136.00000000","Weak","1","1","NWPR","13.01463329","18.39600000","0.09975274","0","-0.00000000","1","1","4502.51821521","4503.09157241","-0.57335720","5523.44413213","5523.37495278","0.06917935"
"137.00000000","Weak","1","1","NWPR","13.47706652","18.79600000","0.10764464","0","0.00000000","1","1","4502.68771578","4503.12857298","-0.44085720","5562.60043006","5562.53243243","0.06799763"
"138.00000000","Weak","1","1","NWPR","14.13773707","19.19600000","0.24774010","0","-0.00000000","1","1","4502.66262539","4503.16450850","-0.50188311","5601.75788792","5601.69022923","0.06765870"
"139.00000000","Weak","1","1","NWPR","14.96488234","19.59600000","0.22863381","0","0.00000000","1","1","4502.75453382","4503.19933528","-0.44480146","5640.90455860","5640.84833371","0.05622489"
"140.00000000","Weak","1","1","NWPR","15.59355194","19.99600000","0.25361774","0","-0.00000000","1","1","4502.80502007","4503.23301270","-0.42799263","5680.04630366","5680.00673607","0.03956758"
"141.00000000","Weak","1","1","NWPR","16.14737861","20.39600000","0.22718594","0","-0.00000000","1","1","4502.81549746","4503.26550326","-0.45000580","5719.19717843","5719.16542614","0.03175228"
"142.00000000","Weak","1","1","NWPR","16.77373288","20.79600000","0.15009967","0","-0.00000000","1","1","4502.95526113","4503.29677273","-0.34151160","5758.34712100","5758.32439346","0.02272754"
"143.00000000","Weak","1","1","NWPR","17.30905456","21.19600000","0.21846944","0","-0.00000000","1","1","4503.01445917","4503.32679021","-0.31233104","5797.48626934","5797.48362726","0.00264208"
"144.00000000","Weak","1","1","NWPR","17.89757417","21.59600000","0.09206344","0","0.00000000","1","1","4503.07027664","4503.35552826","-0.28525162","5836.63761674","5836.64311654","-0.00549980"
